22.296444,113.914009,1483311633.98,74
22.245348,113.997648,1483311494.05,102
22.39299,113.910291,1483311934.39,56
22.262688,113.936221,1483311774.54,92
22.255092,113.922188,1483311414.73,56
22.360799,113.945887,1483311974.74,147
22.266844,113.930273,1483311414.78,35
22.246586,114.094094,1483311414.85,102
22.261823,113.915961,1483312014.85,35
22.270598,113.929716,1483311894.85,79
22.212171,114.027941,1483312251.0,61
22.271837,113.968841,1483311455.11,70
22.236905,113.952671,1483311935.16,35
22.24671,113.988913,1483311975.2,74
22.396766,113.930273,1483312295.34,42
22.248888,113.93176,1483311355.4,35
22.203375,114.035096,1483311358.0,35
22.294385,113.922745,1483311401.0,84
22.288101,113.942913,1483311410.0,63
22.294705,113.94031,1483311415.0,27
22.20707,114.03714,1483311416.0,79
22.299131,113.92479,1483311442.0,30
22.280597,113.949604,1483311395.5,35
22.256295,113.882966,1483311480.0,56
22.245466,113.977855,1483313175.54,56
22.304611,113.935571,1483311519.0,102
22.26809,113.875623,1483312195.58,18
22.254743,113.867072,1483311534.0,79
22.370409,113.923489,1483311538.0,92
22.27199,113.910663,1483311544.0,35
22.307087,113.918563,1483311566.0,20
22.308178,113.918284,1483311567.0,27
22.261396,113.955738,1483311573.0,42
22.22547,114.121408,1483311395.61,58
22.294853,113.925348,1483311475.63,74
22.200836,114.019485,1483313055.64,66
22.21976,114.022366,1483311599.0,2
22.220313,114.02218,1483313295.64,70
22.255743,113.883709,1483311602.0,35
22.258096,113.980829,1483311613.0,74
22.220919,113.880177,1483311616.0,79
22.21791,114.124009,1483311695.68,20
22.278642,113.941983,1483311595.69,56
22.23085,114.11602,1483311637.0,66
22.207838,114.029985,1483311651.0,35
22.205834,114.037233,1483311654.0,27
22.364219,113.946351,1483311678.0,63
22.239004,114.1202,1483311703.0,61
22.251889,113.950069,1483313215.81,35
22.203095,114.028498,1483311675.83,35
22.236847,113.9536,1483311827.0,35
22.207493,114.038905,1483311836.0,56
22.269309,113.907689,1483312608.0,35
22.259516,113.865584,1483311840.0,119
22.2262,113.991144,1483311849.0,35
22.246833,113.999879,1483312475.92,35
22.296771,113.921444,1483311575.92,58
22.299453,113.927206,1483311864.0,20
22.284865,113.935664,1483311871.0,84
22.215409,114.124938,1483311872.0,27
22.249703,113.945608,1483311875.0,63
22.238873,114.121036,1483312975.96,74
22.294141,113.944493,1483311881.0,56
22.29134,113.935571,1483311883.0,77
22.29109,113.932132,1483311884.0,74
22.246129,113.911314,1483311595.96,35
22.245591,113.911407,1483311885.0,35
22.205961,114.029149,1483311894.0,35
22.204154,114.023388,1483311904.0,35
22.203543,114.023388,1483311735.98,35
22.245088,113.977483,1483311915.0,35
22.296197,113.913916,1483311926.0,79
22.288365,113.928322,1483311929.0,77
22.234615,114.116484,1483311943.0,35
22.205396,114.033888,1483311956.0,74
22.206865,114.032866,1483311958.0,35
22.226553,113.997834,1483311796.02,35
22.363795,113.940125,1483311971.0,5
22.370089,113.923303,1483311976.0,83
22.37057,113.923582,1483311936.04,58
22.286493,113.934177,1483311991.0,77
22.287895,113.94031,1483311993.0,109
22.212138,114.125774,1483311995.0,27
22.278249,113.942262,1483311995.0,102
22.257002,113.925626,1483311997.0,17
22.226396,114.132741,1483311416.05,84
22.292278,113.944678,1483312000.0,77
22.261561,113.915961,1483312016.05,35
22.272545,113.911592,1483312013.0,22
22.315238,113.942448,1483312016.05,74
22.216126,113.877296,1483312026.0,79
22.253048,113.85378,1483311376.07,55
22.253121,113.853873,1483311796.07,35
22.297455,113.922095,1483312041.0,22
22.29206,113.926463,1483312047.0,84
22.289115,113.920143,1483312048.0,74
22.221541,114.13367,1483312196.12,2
22.292685,113.943191,1483311596.12,35
22.294393,113.951277,1483311716.12,74
22.294829,113.950719,1483312136.12,111
22.232362,114.115834,1483312065.0,79
22.305544,113.937429,1483312066.0,66
22.366878,113.935478,1483312078.0,58
22.244025,113.976461,1483311736.15,27
22.237641,113.908618,1483312116.17,102
22.262786,113.991051,1483313556.17,77
22.278735,113.931853,1483312110.0,127
22.283772,113.933712,1483312111.0,148
22.244643,113.950069,1483312114.0,58
22.245007,113.949976,1483311456.17,17
22.256838,113.92163,1483311596.18,35
22.296749,113.950162,1483312123.0,92
22.252664,114.090936,1483312124.0,111
22.252679,114.090843,1483311896.18,74
22.252795,114.090657,1483312016.18,27
22.253855,113.909362,1483312128.0,35
22.208128,114.005175,1483312145.0,27
22.218803,113.982594,1483311796.2,35
22.293249,113.939567,1483311596.24,147
22.319095,113.944028,1483311956.24,77
22.31927,113.94347,1483312190.0,56
22.318877,113.943191,1483311416.24,66
22.313053,113.937429,1483312196.24,127
22.313706,113.935478,1483311896.24,127
22.31343,113.935571,1483312195.0,84
22.31989,113.935013,1483312196.0,58
22.218584,113.982316,1483311916.25,27
22.217219,113.984918,1483312207.0,109
22.243419,113.964101,1483312208.0,111
22.295955,113.920515,1483312056.27,102
22.22611,114.118992,1483312231.0,27
22.28522,113.942913,1483312233.0,102
22.286194,113.94282,1483312234.0,63
22.249204,113.927485,1483312237.0,35
22.295295,113.932039,1483312237.0,56
22.248056,113.915775,1483312239.0,79
22.265401,113.927764,1483312256.28,92
22.208694,114.027291,1483312252.0,102
22.279704,113.925069,1483312256.28,49
22.207895,114.029056,1483311896.28,17
22.213131,114.027941,1483312262.0,5
22.320929,113.944586,1483312265.0,56
22.265016,113.952671,1483312296.0,35
22.265931,113.906388,1483311656.33,123
22.255654,113.904529,1483311676.34,35
22.242971,113.869767,1483312328.0,8
22.261033,113.977669,1483312536.36,112
22.261047,113.977576,1483312341.0,63
22.261236,113.977483,1483311756.36,127
22.283547,113.926742,1483312346.0,22
22.226171,114.10803,1483311936.36,35
22.30103,113.93334,1483312358.0,127
22.250396,113.913637,1483312362.0,79
22.204434,114.030543,1483311536.37,74
22.311102,113.935942,1483311616.39,102
22.253938,113.863818,1483311976.39,111
22.368845,113.943563,1483312402.0,111
22.225662,114.10738,1483312411.0,35
22.288069,113.921816,1483312425.0,56
22.286217,113.934827,1483311896.42,66
22.236729,113.987427,1483311436.44,35
22.25785,113.982966,1483312356.45,18
22.295626,113.910291,1483312468.0,67
22.271226,113.949232,1483311456.45,35
22.271023,113.949418,1483312470.0,111
22.294256,113.924697,1483312116.45,63
22.204228,114.136736,1483312536.45,5
22.237537,114.116763,1483312483.0,58
22.295718,113.933247,1483312486.0,74
22.270373,113.909269,1483312489.0,63
22.300097,113.952764,1483312491.0,77
22.317975,113.943377,1483312492.0,63
22.218776,114.032029,1483312196.47,58
22.218703,114.031936,1483311356.47,78
22.20916,114.02822,1483311556.48,102
22.203985,114.032308,1483313296.48,42
22.205584,114.032122,1483311796.48,74
22.203808,114.131069,1483312535.0,27
22.221936,114.125588,1483312496.52,66
22.312327,113.920794,1483311356.52,111
22.209321,114.029985,1483312616.52,127
22.203419,114.034817,1483312552.0,111
22.2049,114.030914,1483312560.0,35
22.205093,114.038069,1483312562.0,27
22.297625,113.933898,1483312564.0,20
22.253513,113.862052,1483312396.54,35
22.320505,113.940589,1483312516.54,102
22.320417,113.940032,1483312569.0,63
22.319966,113.939567,1483311616.54,56
22.320301,113.93966,1483311976.54,111
22.217595,113.981944,1483311496.54,42
22.217842,113.982037,1483312876.54,56
22.218265,113.982687,1483312336.54,77
22.237104,113.981665,1483311856.54,73
22.369122,113.94347,1483312588.0,35
22.300356,113.927578,1483312076.58,127
22.257003,113.926184,1483312616.58,147
22.254884,113.906109,1483312607.0,77
22.26896,113.907689,1483311776.58,95
22.28519,113.925162,1483312610.0,35
22.209757,114.029985,1483312136.58,99
22.205905,114.032866,1483312622.0,42
22.206979,114.029335,1483312625.0,109
22.24978,113.989936,1483312636.0,102
22.298658,113.915496,1483313196.61,111
22.257057,113.952764,1483311936.61,127
22.300273,113.933154,1483312496.63,111
22.307537,113.917355,1483312709.0,77
22.226084,114.10803,1483312709.0,35
22.226707,114.115741,1483312713.0,35
22.28011,113.923582,1483311696.66,18
22.217675,114.130512,1483312719.0,79
22.21737,114.130791,1483311356.68,83
22.228783,114.03556,1483312728.0,74
22.199832,114.019764,1483312016.68,66
22.210147,114.023574,1483312735.0,20
22.24873,113.896815,1483312742.0,74
22.249487,113.965495,1483312516.69,42
22.304347,113.898581,1483312056.71,127
22.29266,113.950069,1483314456.71,27
22.20641,114.131719,1483311936.71,117
22.248066,113.912336,1483312076.72,58
22.315031,113.935942,1483312316.72,83
22.311484,113.921165,1483312136.72,102
22.283418,113.89951,1483312793.0,56
22.202688,114.028313,1483312798.0,42
22.252261,113.881943,1483312096.74,3
22.253658,113.862238,1483312876.83,35
22.200325,114.01772,1483312756.83,127
22.249555,113.863354,1483312866.0,79
22.310524,113.921723,1483312696.83,56
22.310538,113.921072,1483312867.0,79
22.310829,113.920887,1483312696.83,111
22.385714,113.911035,1483312596.85,84
22.385277,113.911035,1483312878.0,84
22.385364,113.911035,1483313976.85,107
22.250304,113.968097,1483312236.85,33
22.222492,114.11091,1483312356.85,42
22.26112,113.977112,1483314156.85,123
22.22252,114.118528,1483312656.85,27
22.225964,114.120479,1483312899.0,63
22.236349,113.950069,1483313636.86,44
22.233949,114.107937,1483313936.86,42
22.23392,114.108123,1483314176.86,66
22.233992,114.107658,1483312903.0,35
22.240832,113.923489,1483313276.86,35
22.207362,114.039184,1483312912.0,58
22.212651,114.02822,1483314416.86,8
22.294357,113.942541,1483312916.0,66
22.260134,113.880177,1483312516.88,92
22.222256,114.125217,1483312956.89,84
22.265538,113.906109,1483312965.0,79
22.265713,113.906109,1483311716.91,17
22.265509,113.906295,1483312736.91,79
22.247574,113.86261,1483311676.92,55
22.203733,114.024968,1483311796.92,35
22.203791,114.024596,1483311390.0,111
22.203747,114.024317,1483312980.0,109
22.2958,113.910291,1483313000.0,27
22.298198,113.922374,1483312656.94,79
22.298562,113.922838,1483313002.0,57
22.298635,113.922931,1483311576.94,138
22.294679,113.925348,1483312956.94,66
22.294723,113.925626,1483314736.98,66
22.281389,113.922095,1483312956.94,27
22.280826,113.927392,1483312416.94,35
22.289552,113.93808,1483313017.0,79
22.289887,113.938173,1483312436.96,79
22.31988,113.942355,1483313021.0,111
22.20519,114.029613,1483313035.0,35
22.205045,114.029985,1483311596.96,74
22.200602,114.018184,1483313056.98,8
22.212853,114.024689,1483311736.98,101
22.213013,114.024782,1483313045.0,20
22.259103,113.882315,1483312096.98,127
22.210306,114.022552,1483313049.0,56
22.220644,113.899975,1483312396.98,127
22.219581,113.880921,1483311465.0,79
22.465622,114.039927,1483311788.46,74
22.500039,114.067337,1483311608.5,127
22.45872,114.033888,1483312208.58,102
22.477458,113.99356,1483312529.0,61
22.453873,114.038069,1483312688.96,95
22.508776,114.087684,1483312109.04,126
22.477767,114.095674,1483311929.04,35
22.462855,114.029242,1483313109.38,92
22.449077,113.992538,1483311335.0,79
22.46711,114.049869,1483311337.0,126
22.463751,114.018556,1483311348.0,17
22.444833,114.062227,1483311369.34,79
22.456541,114.046617,1483311358.0,147
22.508064,114.035281,1483311371.0,123
22.481623,114.050241,1483311429.0,79
22.457183,114.044759,1483311415.0,79
22.512303,114.107844,1483311428.0,35
22.400125,113.918842,1483311431.0,58
22.470278,114.004804,1483311434.0,138
22.470649,113.995232,1483311448.0,9
22.505756,114.12661,1483311448.0,114
22.452132,113.992538,1483311460.0,85
22.454661,113.996998,1483311462.0,79
22.475865,114.112118,1483311475.0,35
22.507441,114.141845,1483311501.0,79
22.495191,114.090843,1483311506.0,123
22.504114,114.126517,1483311389.49,102
22.497305,114.129862,1483311512.0,61
22.449902,114.00118,1483311518.0,92
22.493387,114.12596,1483311589.5,109
22.457245,114.023852,1483311528.0,35
22.495139,114.104964,1483311534.0,8
22.500391,114.075606,1483311553.0,5
22.482062,114.059625,1483311560.0,35
22.455649,113.998485,1483311571.0,102
22.461448,114.005454,1483311573.0,74
22.452751,114.055165,1483311589.63,42
22.441124,114.076349,1483311583.0,102
22.456416,114.040206,1483311602.0,147
22.465436,114.037233,1483311429.64,79
22.471605,114.048476,1483311606.0,5
22.485926,114.008521,1483311613.0,27
22.49329,114.079136,1483311689.66,35
22.456799,113.997834,1483311626.0,17
22.455867,113.998764,1483311629.0,42
22.501693,114.12308,1483311632.0,5
22.481707,114.122058,1483311349.68,22
22.493338,114.129025,1483311652.0,42
22.490785,114.101062,1483311655.0,74
22.448485,114.045688,1483311657.0,35
22.45007,114.045595,1483311658.0,79
22.449448,114.042901,1483311429.69,79
22.449927,114.043179,1483312929.69,79
22.506808,114.099576,1483311369.69,35
22.393039,113.924511,1483311509.71,12
22.455306,113.987334,1483311694.0,30
22.454451,114.006105,1483311707.0,99
22.500024,114.06743,1483311569.76,127
22.514012,114.126796,1483311748.0,66
22.479952,114.060833,1483311889.8,35
22.487614,114.142588,1483311409.8,102
22.463833,114.006383,1483311709.8,92
22.473757,114.137572,1483311761.0,44
22.473772,114.137479,1483311829.8,56
22.479979,114.129118,1483311763.0,35
22.448192,114.075234,1483311768.0,102
22.443519,114.036768,1483311838.0,17
22.443374,114.03714,1483311769.0,20
22.462769,114.027569,1483312329.82,17
22.452914,114.037511,1483311783.0,27
22.455482,114.027848,1483311784.0,79
22.510778,114.09874,1483311729.82,66
22.510822,114.098461,1483311785.0,33
22.504084,114.084804,1483311789.82,74
22.405514,113.9536,1483311790.0,35
22.505474,114.079322,1483311791.0,35
22.494317,114.062134,1483312949.84,125
22.484317,114.070217,1483312649.84,121
22.505464,114.142217,1483311749.84,66
22.507663,114.132741,1483311806.0,8
22.462709,114.082202,1483311449.84,17
22.480749,114.06297,1483311810.0,5
